code,description
L70701XJ,"Substation Battery Replacement"
L70701XK,"Signal Power Motor Generator Replacement"
L70701XL,"Dc Relay Controls Replacement"
L70701XM,"Signal Power Line Replacement"
L70701XN,"Power Pole Replacement"
L70701XQ,"4,160 Volt Feeders"
L70701XR,"New Substations Design"
L70904NS,"Pcb Clean-Up - Penn Station"
L70904N5,"20 Substations Chlordane Remediation - Phase 2"
L70904NJ,"Program Development"
L70904NK,"Insurance"
L70904NL,"Independent Engineer"
L70904NM,"Mentoring Program Administration"
L70904NN,"Ocip Insurance"
L70904NQ,"Program Administration"
L70904NR,"Eam Reserve"
L70101ME,"M-9 Procurement"
L70101MN,"M-9A Procurement"
M7020101,"Gct Trainshed/Tunnel Struct (Incl Roof Exp Joints)"
M7020102,"Park Ave Tunnel Fire & Life Safety Improvements"
M7020103,"Gct Platform Rehabilitation"
M7020104,"Gct Fire Protection"
M7020105,"Gct Utilities (Design Only)"
M7020106,"Gct Elevator Improvements-Final Phase (Design Only)"
M7020107,"Gct Pa Head End And Vis Systems"
M7020108,"Mentoring - Gct"
M7020109,"Replace Pat Emergency Exit Hatches & Stairs"
M7020110,"270 Park Avenue Gct Trainshed"
M7020111,"Pat Exit Repairs, E. 59th Street (West End) Sbdp"
M7020201,"Harlem - 125th Street Improvements"
M7020202,"Lower Harlem Line Station Improvements"
M7020203,"Upper Hudson Station Improvements Des"
M7020205,"West Of Hudson Station Improvements"
M7020210,"Station Improvements Project, 5 Stations"
M7020213,"Station Improvements Project"
M7020214,"East Of Hudson Station Priority Repairs"
M7020215,"Beacon & Southeast Improvements (Design Only)"
M7020216,"Port Jervis Station Improvements"
M7020217,"Purdy'S Elevator Improvements"
M7020204,"Harlem Line Station Improvements"
M7020206,"Station Building Rehabilitation"
M7020207,"Customer Communication"
M7020208,"New Fare Payment System - Omny"
M7020209,"Mentoring Program - Stations"
M7020211,"Customer Communication: Systems"
M7020212,"Customer Communication: Cm"
M7020301,"Strategic Facilities **"
M7020302,"Mentoring Program - Strategic Facilities"
M7030105,"Gct Turnouts/Switch Renewal"
M7030101,"Cyclical Track Program"
M7030102,"Cyclical Repl. Insulated Joint"
M7030103,"Rock Slope Remediation"
M7030104,"Turnouts - Mainline/High Speed **"
M7030106,"Turnouts - Yards/Sidings"
M7030107,"Rebuild Retaining Walls"
M7030108,"Systemwide Drainage"
M7030109,"Purchase Mow Equipment"
M7030110,"2017 Cyclical Track Program"
M7030111,"2018 Cyclical Track Program"
M7030112,"2019 Cyclical Track Program"
M7030113,"Harlem Third Track Conceptual Planning. Design Only."
M7030205,"Park Avenue Direct Fixation"
M7030209,"Harlem River Lift Bridge"
M7030216,"Repair Park Avenue Viaduct At 118 St"
M7030217,"270 Park Avenue Gct Trainshed"
M7030201,"Overhead Bridge Program - E Of H"
M7030202,"Bridge Preservation Program"
M7030203,"Undergrade Bridge Rehabilitation **"
M7030204,"Beacon Line Undergrade Bridges"
M7030206,"Rail Top Culverts"
M7030207,"Bridge Walkways"
M7030208,"Replace Timbers - Undergrade Bridges"
M7030210,"Hudson Line Tunnels Inspection - Design Only"
M7030211,"Row Fencing"
M7030212,"Catenary Painting (Design Only)"
M7030213,"Dc Substation/Signal House Roof Replacement"
M7030214,"Employee Welfare & Storage Facilities"
M7030215,"Mentoring Program - Structures"
M7030301,"Rock Slope Remediation"
M7030302,"West Of Hudson Track Improvements"
M7030303,"Undergrade Bridge Rehabilitation"
M7030304,"Moodna/Woodbury Viaduct (Incl Timbers/Walkways)"
M7030305,"West Of Hudson Improvements"
M7050106,"Traction Power Substation Improvement Des"
M7050110,"Park Avenue Tunnel Power Initiatives (Design Only)"
M7050111,"Replace Tunnel Lighting"
M7050101,"Replace Ma'S In Signal Substations"
M7050102,"Transformer Rehabilitation"
M7050103,"Replace Ac Circuit Breaker/Switchgear"
M7050104,"Harlem & Hudson Power Rehabilitation"
M7050105,"Harlem And Hudson Power Improvements"
M7050107,"3Rd Rail Component Replacement"
M7050108,"Replace 3Rdrail Sectionalizing Switches (Design Only)"
M7050109,"Replace Substations 128 And 178 (Design Only)"
M7050112,"Mentoring - Power"
M7050113,"Harlem & Hudson Line Power Improvements (86th st / 110th St)"
M7060101,"Harmon Shop Replacement - Phase V"
M7060102,"Harmon Wheel True Improvements"
M7060103,"Brewster Yd Improvements - Design"
M7060104,"West Of Hudson Yard Improvements"
M7060105,"Mentoring Program - Shops And Yards"
M7080109,"Gct/ESA Unified Trash Facility"
M7080114,"270 Park Avenue Gct Trainshed"
M7080101,"Systemwide Lead/Asbestos Abatement"
M7080102,"Environmental Remediation"
M7080103,"Railroad Protective Liability"
M7080104,"Independent Engineer"
M7080105,"Mentoring Program Administration"
M7080106,"Program Administration"
M7080107,"Program Scope Development"
M7080108,"Ocip - Insurance"
M7080110,"Systemwide Security Initiatives"
M7080111,"Eam Reserve"
M7080113,"Customer Communication-Cm"
M7010101,"Locomotive Purchase"
M7010102,"M-8 Fleet Purchase"
M7010103,"Emu Spec Development"
M7010104,"Fleet Support"
M7040101,"Network Infrastructure Replacement"
M7040102,"Harmon To Poughkeepsie Signal System **"
M7040103,"Positive Train Control"
M7040104,"Repl Signal Office Eqpmt/SCADA Office"
M7040105,"Pbx Replacement"
M7040106,"Upgrade Grade Crossings"
M7040107,"Replace High Cycle Relays"
M7040109,"Fire Suppression Systems"
M7040111,"West Of Hudson Signal Improvements"
M7040112,"Harlem Wayside Comm & Signal Improvements"
M7040113,"Mentoring Program - Communications And Signals"
M7040114,"Superstorm Sandy Settlement Agreement"
D701AW98,"Design Development And Study For Phase Ii - Tunnel Improvements And Modernization Of The Brooklyn-Battery (Hugh L. Carey) And Queens Midtown Tunnels"
D701AWX4,"Study For Physical Barriers To Enhance Public Safety On Suspension Bridges"
D701BW07,"Tower And Pier Fender Protection System - Bronx-Whitestone Bridge"
D701BW14,"Miscellaneous Structural Rehabilitation: Steel Repairs And Removal Of Tuned Mass Damper - Bronx-Whitestone Bridge"
D701BW84,"Monitoring, Inspection And Testing Of The Bronx-Whitestone Bridge'S Main Cable And Cable Wires"
D701CB18,"Replacement And Upgrade Of Bridge Fender System At Cross Bay And Marine Parkway Bridges And Scour Protection At The Cross Bay Bridge"
D701CB24,"Development Of Conceptual Designs For Long Term Needs At Cross Bay And Marine Parkway Bridges"
D701HC28,"Design For Phase Iii - Future Repair And Rehabilitation Of Tunnel Leaks, Spalls, Finishes At The Hugh L. Carey Tunnel"
D701HC48,"Structural Rehabilitation Phase Ii - Manhattan Plaza - Hugh Carey Tunnel"
D701HH07,"Structural Rehabilitation Phase Ii - Henry Hudson Bridge"
D701HH89,"Rehabilitation Of Skewbacks - Henry Hudson Bridge"
D701QM18,"Design For The Structural Rehabilitation Of Manhattan Entrance Plaza And Queens Plaza - Queens Midtown Tunnel"
D701QM40,"Conceptual Design For Miscellaneous Tunnel Structural Repairs - Queens Midtown Tunnel"
D701RK04,"Study And Monitoring For The Rehabilitation Of The Queens Anchorage At The Robert F. Kennedy Bridge"
D701RK19,"Design And Construct Seismic And Wind Retrofits For The Suspension Span Of The Robert F. Kennedy Bridge"
D701RK20,"Monitoring, Inspection And Testing Of The Robert F. Kennedy Queens Suspension Bridge Main Cable And Cable Wires"
D701RK22,"Construction Of Interim Repairs For The Fdr Ramp"
D701RK70,"Miscellaneous Structural Rehabilitation At The Robert F. Kennedy Bridge"
D701TN53,"Design And Construction Of Superstructure Repairs On The Throgs Neck Bridge Approach Viaducts"
D701TN87,"Design For Anchorage And Main Tower Protection At The Throgs Neck Bridge"
D701VN10,"Design And Construction For The Rehabilitation Of The Exterior And Interior Of The Anchorages At The Verrazano-Narrows Bridge"
D701VN32,"Miscellaneous Steel Repair And Concrete Rehabilitation - Verrazano-Narrows Bridge"
D701VN34,"Verrazano-Narrows Bridge Main Cable Testing - Phase I"
D701VN89,"Restoration Of The Granite Facade And Tower Pier Foundation And Relocation Of The Fdny Mooring Platform - Verrazano-Narrows Bridge"
D701VN8Q,"Dehumidification Of The Main Cables At The Verrazzano-Narrows Bridge"
D702RK23,"Construct A New Northbound Connector Ramp From Harlem River Lift Span To Harlem River Drive - Robert F. Kennedy Bridge"
D702RK65,"Final Design And Construction Of Ramp Rehabilitation At The Manhattan Plaza Of The Robert F. Kennedy Bridge"
D702TN49,"Replacement Of The Suspended Span Deck At The Throgs Neck Bridge"
D702TN55,"Study For The Replacement Of Bronx And Queens Approach Viaducts Of The Throgs Neck Bridge"
D702VN11,"Design And Construction For Widening Of The Verrazano-Narrows Bridge Approach To The Gowanus Expressway"
D702VN80,"Study And Preliminary Design For The Replacement Of The Lower Level Suspended Span Deck - Verrazano-Narrows Bridge"
D702VN84,"Design For The Verrazano-Narrows Bridge Replacement Of Upper Level Approaches In Brooklyn And Staten Island, Replacement And Widening Of Existing Lower And Upper Level Ramps And Construction Of Phase I"
D702VN86,"Design For The Widening Of Belt Parkway - Verrazano-Narrows Bridge"
D702AWX1,"Replace Manhattan Plaza Pedestrian Bridge"
D703AW32,"Installation Of Rotating Prism Signs (Rps) At The Bronx-Whitestone, Throgs Neck And Verrazano-Narrows Bridges"
D703AW36,"Install And Integrate Ip Traffic Cameras At All B & T Facilities"
D703AW52,"Develop A Comprehensive And Effective Traffic And Incident Management System By Building Upon The Current Transmit And Video Detection Systems"
D703AW57,"Replacement And Upgrade Of Existing Advanced Management System (Atms) And Subsystems At All Nine Facilities And Operations Control And Command Center (OCCc)"
D703AW63,"Replacement And Upgrade Of Existing Toll Systems And Exploration Of Future Tolling Technologies And Systems"
D703AW65,"Rehabilitation/Upgrades To Toll Plaza Structural Elements"
D703BW63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Bronx-Whitestone Bridge"
D703CB63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Cross Bay Bridge"
D703HC63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Hugh L Carey Tunnel"
D703HH63,"Toll Plaza Finishes On The Henry Hudson Bridge"
D703HH88,"Construction For The Replacement Of The Decks And Supporting Structure On The Upper Level, The Lower Level South Approach Deck, And The Concrete Cellular Structure Including The Maintenance Garage - Henry Hudson Bridge"
D703MP63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Marine Parkway Bridge"
D703QM63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Queens Midtown Tunnel"
D703RK63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Robert F. Kennedy Bridge"
D703TN63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Throgs Neck Bridge"
D703VN63,"Implement Open Road Tolling (Ort) /Cashless Tolling On Verrazano- Narrows Bridge"
D704AW67,"Install An Early Warning System To Interdict Over Height Trucks And Barred Trucks From Entering The Tunnel Portals At Queens Midtown And Hugh L. Carey Tunnels."
D704AW73,"Design For The Replacement Of Facility Monitoring And Safety Systems"
D704AW80,"Advanced Traveler Information Systems"
D704AW81,"Install Prototype Led Roadway Display Signs On Rfk Bridge. After Successful Testing Install On Bronx-Whitestone, Throgs Neck, Verrazano-Narrows, And Robert F. Kennedy Bridges"
D704AWX3,"Study For Structural Health Monitoring Systems And Prototype Installation"
D704BW32,"Installation Of A Fire Standpipe System From The Bronx And Queens Tower Pedestal To The Roadway Level - Bronx-Whitestone Bridge"
D704BW39,"Installation Of An Integrated Facility Monitoring And Detection System - Bronx-Whitestone Bridge"
D704HC07,"Rehabilitation Of The Tunnel Ventilation Systems - Hugh L. Carey Tunnel"
D704HC30,"Replacement And Upgrade Of Existing Smoke/Fire Detection Systems In The Ventilation Building And Service Building - Hugh L. Carey Tunnel"
D704HC64,"Rehabilitation Of The Brooklyn Service Building Electrical Distribution Room - Hugh L. Carey Tunnel"
D704HH13,"Replacement And Upgrades Of The Lighting System On The Approach Parkways - Henry Hudson Bridge"
D704HH19,"Replacement And Upgrade Of Substations - Henry Hudson Bridge - Design Only"
D704QM81,"Rehabilitation Of The Tunnel Controls And Communication Systems - Queens Midtown Tunnel"
D704QM91,"Installation Of Smoke/Fire Detection Systems In The Ventilation Building And Service Building - Queens Midtown Tunnel"
D704RK07,"Rehabilitation And Upgrade Of Electrical And Mechanical Systems On The Harlem River Lift Span - Robert F. Kennedy Bridge"
D704RK21,"Installation Of A Dry Fire Standpipe System On The Randall'S Island/Ward'S Island Viaduct, Bronx Plaza, Harlem River Lift Span And Bronx Truss Span - Robert F. Kennedy Bridge"
D704RK60,"Installation Of An Integrated Electronic Facility Monitoring And Detection System - Robert F. Kennedy Bridge"
D704RK66,"Design Only For Relocation Of The 13Kv Substation On Randall'S Island - Robert F. Kennedy Bridge"
D704TN27,"Service Building Fire Alarm Upgrade -Throgs Neck Bridge"
D704TN58,"Design For The Replacement Of The Electrical Equipment And Rehabilitation Of The Tower Elevator - Throgs Neck Bridge"
D704TN60,"Construction Of An Anchorage Dehumidification System - Throgs Neck Bridge"
D704VN30,"Rehabilitate Tower Elevators At The Verrazano-Narrows Bridge"
D705AW66,"Replacement Of The Operations Command And Control Center (OCCc)"
D705AW12,"Agency-Wide Hazardous Materials Abatement"
D705HC80,"Design For The Architectural And Structural Rehabilitation Of Ventilation Buildings - Hugh L. Carey Tunnel"
D705QM36,"Design For The Architectural And Structural Rehabilitation Of Ventilation Buildings - Queens Midtown Tunnel"
D705RK58,"Rehabilitation Of Robert Moses Building And Ancillary Facilities On Randall'S Island - Design Only"
D707BW84,"Painting Of The Tower Interior Base Cells And Struts - Bronx-Whitestone Bridge"
D707HH30,"Replacement Of The Overcoat Paint System - Henry Hudson Bridge"
D707RK70,"Painting Of The Suspended Span/Bronx Truss Steel - Robert F. Kennedy Bridge"
D707TN49,"Painting Of The Suspended Span Steel And Tower Base Cells - Throgs Neck Bridge"
D707TN60,"Painting Of The Anchorages Interior - Throgs Neck Bridge"
D707VN49,"Painting Of The Suspended Span Upper And Lower Level Steel - Verrazano-Narrows Bridge"
D707AW95,"Miscellaneous Agency-Wide Painting Reserve"
D706AW10,"Enterprise Asset Management Program"
D706AW15,"MTA Independent Engineering Services"
D706AW18,"All Agency Protective Liability Insurance"
D706AW21,"Program Administration"
D706AW22,"Miscellaneous Design And Administrative Activities"
D706AW28,"Scope Development"
D706AW85,"Traffic Enforcement Support"
D706AW94,"Small Business Mentoring Program"
U7030204,"Depot Bus Location System"
U7030207,"Storerooms And Depot Reconfiguration At Laguardia Depot"
U7030208,"Roof Replacement At Spring Creek Depot (SBFP)"
U7030209,"Rehabilitation And Facility Upgrade At College Point Depot"
U7030210,"Replacement Of Paint Booths At Eastchester And College Point Depots"
U7030213,"Replacement Of Chassis Wash And Platform Lift At College Point Depot (SBFP)"
U7030218,"Replacement Of Windows At Jfk Depot (SBFP)"
U7030220,"Replacement Of Windows At Laguardia Depot (SBFP)"
U7030221,"Replacement Of Windows At Baisley Park Depot (SBFP)"
U7030223,"Upgrade Cng Equipment At Spring Creek Bus Depot"
U7030224,"New East New York (Eny) Tower - MTA Bus"
U7030225,"Environmental Remediation: Underground Storage Tanks At 2 Locations"
U7030201,"Purchase 53 Articulated Buses"
U7030202,"Purchase 257 Express Buses"
U7030205,"On-Board Audio Visual System"
U7030206,"Automated Passenger Counting Pilot And Phase 1 Rollout"
U7030211,"Replacement Of Bus Radio System"
U7030212,"Environmental Remediation"
U7030214,"Purchase Non-Revenue Vehicles"
U7030215,"Project Administration Services"
U7030216,"Design And Engineering Services"
U7030217,"Construction Management Services"
U7030219,"Purchase 25 Standard Buses"
U7030226,"All-Agency Protective Liability Insurance"
G7090105,"ESA: Metro-North Railroad Force Account Support For Manhattan Structural Work"
G7090115,"ESA: Vertical Circulation Equipment - Elevators And Escalators"
G7090118,"ESA: Harold Interlocking Force Account"
G7090121,"ESA: Mid-Day Storage Yard Facility Cil Signal Huts"
G7090123,"ESA: Harold Structures - Part 3A"
G7090124,"ESA: Harold Structures - Part 3B"
G7090138,"ESA: Force Account Warehouse"
G7090139,"ESA: Manhattan Utilities Relocations"
G7090141,"ESA; A Tunnel/D Approach Structure"
G7090142,"ESA: Grand Central Terminal Caverns"
G7090145,"ESA: 48th st Entrance At 415 Madison Ave"
